Date,Open,High,Low,Close,Adj Close,Volume
2019-09-16,0.505000,0.515000,0.490000,0.510000,0.510000,6108396
2019-09-17,0.500000,0.530000,0.500000,0.530000,0.530000,5273758
2019-09-18,0.535000,0.535000,0.510000,0.510000,0.510000,4577198
2019-09-19,0.515000,0.525000,0.505000,0.525000,0.525000,7168861
2019-09-20,0.520000,0.535000,0.520000,0.530000,0.530000,5447469
2019-09-23,0.535000,0.540000,0.515000,0.525000,0.525000,4950610
2019-09-24,0.520000,0.525000,0.505000,0.505000,0.505000,5438785
2019-09-25,0.505000,0.505000,0.485000,0.500000,0.500000,5951859
2019-09-26,0.495000,0.505000,0.480000,0.480000,0.480000,5247517
2019-09-27,0.485000,0.502000,0.485000,0.500000,0.500000,5924314
2019-09-30,0.500000,0.525000,0.490000,0.520000,0.520000,6715319
2019-10-01,0.515000,0.540000,0.510000,0.530000,0.530000,7537593
2019-10-02,0.570000,0.645000,0.565000,0.630000,0.630000,39397186
2019-10-03,0.625000,0.630000,0.580000,0.600000,0.600000,20437697
2019-10-04,0.600000,0.600000,0.600000,0.600000,0.600000,0
2019-10-07,0.575000,0.575000,0.555000,0.560000,0.560000,6333276
2019-10-08,0.570000,0.605000,0.565000,0.605000,0.605000,11110979
2019-10-09,0.590000,0.605000,0.580000,0.595000,0.595000,7101885
2019-10-10,0.595000,0.607000,0.580000,0.590000,0.590000,6760958
2019-10-11,0.595000,0.600000,0.580000,0.585000,0.585000,4075841
2019-10-14,0.600000,0.610000,0.580000,0.585000,0.585000,6232869
2019-10-15,0.580000,0.590000,0.570000,0.570000,0.570000,5939005
2019-10-16,0.575000,0.600000,0.575000,0.600000,0.600000,7066013
2019-10-17,0.600000,0.615000,0.590000,0.595000,0.595000,4496164
2019-10-18,0.600000,0.605000,0.580000,0.585000,0.585000,4518211
2019-10-21,0.585000,0.595000,0.580000,0.585000,0.585000,2972076
2019-10-22,0.590000,0.595000,0.575000,0.575000,0.575000,5124336
2019-10-23,0.580000,0.582500,0.545000,0.550000,0.550000,10066311
2019-10-24,0.555000,0.565000,0.550000,0.560000,0.560000,6500756
2019-10-25,0.560000,0.570000,0.545000,0.545000,0.545000,5217003
2019-10-28,0.550000,0.560000,0.540000,0.550000,0.550000,3856320
2019-10-29,0.545000,0.555000,0.540000,0.540000,0.540000,2831872
2019-10-30,0.540000,0.540000,0.525000,0.525000,0.525000,5222426
2019-10-31,0.530000,0.530000,0.510000,0.515000,0.515000,4992272
2019-11-01,0.510000,0.525000,0.510000,0.520000,0.520000,1725137
2019-11-04,0.520000,0.532500,0.515000,0.515000,0.515000,4482987
2019-11-05,0.520000,0.530000,0.507000,0.525000,0.525000,4163941
2019-11-06,0.520000,0.530000,0.520000,0.525000,0.525000,2796170
2019-11-07,0.520000,0.525000,0.512000,0.525000,0.525000,3460592
2019-11-08,0.525000,0.547500,0.520000,0.540000,0.540000,4856615
2019-11-11,0.545000,0.565000,0.545000,0.560000,0.560000,4714717
2019-11-12,0.560000,0.585000,0.555000,0.580000,0.580000,5530794
2019-11-13,0.575000,0.575000,0.545000,0.545000,0.545000,6235120
2019-11-14,0.545000,0.575000,0.540000,0.570000,0.570000,5288220
2019-11-15,0.570000,0.580000,0.560000,0.580000,0.580000,4684909
2019-11-18,0.575000,0.577000,0.560000,0.565000,0.565000,8739252
2019-11-19,0.565000,0.570000,0.555000,0.560000,0.560000,3995098
2019-11-20,0.560000,0.560000,0.550000,0.550000,0.550000,2943221
2019-11-21,0.550000,0.565000,0.545000,0.545000,0.545000,5860595
2019-11-22,0.490000,0.500000,0.470000,0.485000,0.485000,21429512
2019-11-25,0.475000,0.477500,0.452000,0.460000,0.460000,13480717
2019-11-26,0.460000,0.460000,0.440000,0.450000,0.450000,7060748
2019-11-27,0.450000,0.460000,0.445000,0.445000,0.445000,7098394
2019-11-28,0.450000,0.460000,0.440000,0.440000,0.440000,5349646
2019-11-29,0.450000,0.465000,0.445000,0.465000,0.465000,5575123
2019-12-02,0.460000,0.460000,0.445000,0.445000,0.445000,8034530
2019-12-03,0.445000,0.450000,0.435000,0.445000,0.445000,8323752
2019-12-04,0.440000,0.445000,0.435000,0.440000,0.440000,5387612
2019-12-05,0.445000,0.450000,0.440000,0.440000,0.440000,2638285
2019-12-06,0.445000,0.447000,0.435000,0.435000,0.435000,3680264
2019-12-09,0.435000,0.440000,0.430000,0.430000,0.430000,3097041
2019-12-10,0.430000,0.435000,0.430000,0.435000,0.435000,1315712
2019-12-11,0.440000,0.440000,0.430000,0.435000,0.435000,3852396
2019-12-12,0.435000,0.440000,0.425000,0.430000,0.430000,3203387
2019-12-13,0.435000,0.450000,0.435000,0.445000,0.445000,4034787
2019-12-16,0.445000,0.455000,0.437000,0.455000,0.455000,4756483
2019-12-17,0.450000,0.460000,0.435000,0.450000,0.450000,5499242
2019-12-18,0.440000,0.450000,0.440000,0.440000,0.440000,3463386
2019-12-19,0.445000,0.450000,0.435000,0.445000,0.445000,5307462
2019-12-20,0.445000,0.455000,0.440000,0.445000,0.445000,6037680
2019-12-23,0.450000,0.450000,0.435000,0.440000,0.440000,3122067
2019-12-24,0.435000,0.455000,0.435000,0.445000,0.445000,1677749
2019-12-27,0.445000,0.465000,0.445000,0.465000,0.465000,3500151
2019-12-30,0.465000,0.465000,0.460000,0.460000,0.460000,1796817
2019-12-31,0.465000,0.465000,0.435000,0.435000,0.435000,6400033
2020-01-02,0.440000,0.450000,0.435000,0.445000,0.445000,2629939
2020-01-03,0.450000,0.450000,0.440000,0.445000,0.445000,1418971
2020-01-06,0.450000,0.450000,0.435000,0.440000,0.440000,2939044
2020-01-07,0.445000,0.450000,0.435000,0.445000,0.445000,4865939
2020-01-08,0.440000,0.445000,0.430000,0.435000,0.435000,6454192
2020-01-09,0.440000,0.455000,0.437000,0.450000,0.450000,6111932
2020-01-10,0.450000,0.465000,0.450000,0.465000,0.465000,3975268
2020-01-13,0.460000,0.465000,0.455000,0.460000,0.460000,1800834
2020-01-14,0.460000,0.465000,0.450000,0.450000,0.450000,5934478
2020-01-15,0.450000,0.457000,0.450000,0.455000,0.455000,4496047
2020-01-16,0.465000,0.475000,0.455000,0.475000,0.475000,6319833
2020-01-17,0.475000,0.485000,0.470000,0.480000,0.480000,4178823
2020-01-20,0.480000,0.485000,0.475000,0.485000,0.485000,2781551
2020-01-21,0.485000,0.485000,0.465000,0.465000,0.465000,3291870
2020-01-22,0.470000,0.475000,0.460000,0.470000,0.470000,3616158
2020-01-23,0.470000,0.475000,0.460000,0.460000,0.460000,2968278
2020-01-24,0.465000,0.475000,0.455000,0.470000,0.470000,4227850
2020-01-28,0.455000,0.470000,0.455000,0.460000,0.460000,3101422
2020-01-29,0.465000,0.475000,0.460000,0.470000,0.470000,2337675
2020-01-30,0.470000,0.470000,0.455000,0.455000,0.455000,3667299
2020-01-31,0.460000,0.465000,0.450000,0.455000,0.455000,4356951
2020-02-03,0.450000,0.460000,0.445000,0.460000,0.460000,3576269
2020-02-04,0.455000,0.460000,0.445000,0.450000,0.450000,3610115
2020-02-05,0.450000,0.455000,0.435000,0.435000,0.435000,5936005
2020-02-06,0.435000,0.440000,0.435000,0.440000,0.440000,3846180
2020-02-07,0.440000,0.442500,0.415000,0.420000,0.420000,7547864
2020-02-10,0.420000,0.425000,0.405000,0.425000,0.425000,6000691
2020-02-11,0.425000,0.430000,0.415000,0.420000,0.420000,3987489
2020-02-12,0.420000,0.430000,0.420000,0.420000,0.420000,2583305
2020-02-13,0.425000,0.425000,0.415000,0.415000,0.415000,3346517
2020-02-14,0.420000,0.420000,0.395000,0.400000,0.400000,9247782
